id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price,age,price_per_sqrt,swimming_ful,garden
37978,Hinjewadi,3225,2,3,2022,Yes,2557624,3,793.0617054,No,No
37979,Pimpri-Chinchwad,2475,3,1,2021,Yes,12756439,4,5154.116768,Yes,Yes
37980,Koregaon Park,2803,3,2,1986,Yes,9896343,39,3530.625401,No,Yes
37981,Hinjewadi,2534,5,3,1989,No,11951796,36,4716.573007,Yes,Yes
37982,Pimpri-Chinchwad,1176,4,3,1996,Yes,12921785,29,10987.91241,Yes,Yes
37983,Viman Nagar,2647,4,2,1991,No,8982998,34,3393.652437,No,Yes
37984,Kalyani Nagar,1508,2,3,2014,No,7156912,11,4745.962865,No,Yes
37985,Pimpri-Chinchwad,1084,4,1,2016,Yes,8312257,9,7668.133764,No,Yes
37986,Hinjewadi,824,2,2,1996,Yes,4239952,29,5145.572816,No,No
37987,Koregaon Park,1578,4,2,2023,Yes,8746815,2,5542.975285,No,Yes
37988,Viman Nagar,3016,3,3,2020,No,5458665,5,1809.902188,No,Yes
37989,Koregaon Park,1194,1,3,1986,No,4952045,39,4147.441374,No,No
37990,Koregaon Park,2117,3,1,2001,No,8390256,24,3963.276334,No,Yes
37991,Koregaon Park,1940,3,1,2020,No,14003922,5,7218.516495,Yes,Yes
37992,Pimpri-Chinchwad,2417,2,2,2013,No,11542337,12,4775.480761,Yes,Yes
37993,Pimpri-Chinchwad,989,1,2,2006,No,10073430,19,10185.47017,Yes,Yes
37994,Kalyani Nagar,1944,2,3,1983,No,6938463,42,3569.16821,No,Yes
37995,Viman Nagar,1817,2,2,2004,Yes,5693302,21,3133.352779,No,Yes
37996,Koregaon Park,2288,3,1,1988,No,9132304,37,3991.391608,No,Yes
37997,Hinjewadi,1719,4,1,1993,Yes,8588718,32,4996.34555,No,Yes
37998,Koregaon Park,2379,4,3,2017,Yes,14514627,8,6101.14628,Yes,Yes
37999,Viman Nagar,1842,1,2,1986,No,3133375,39,1701.072204,No,No
38000,Koregaon Park,2980,5,2,1988,No,2413424,37,809.8738255,No,No
38001,Pimpri-Chinchwad,1315,5,3,1987,Yes,4610608,38,3506.165779,No,No
38002,Pimpri-Chinchwad,2461,3,2,1993,No,11887378,32,4830.303941,Yes,Yes
38003,Viman Nagar,2506,3,2,2008,Yes,11289975,17,4505.177574,Yes,Yes
38004,Kalyani Nagar,2947,1,1,2007,No,10088958,18,3423.467255,Yes,Yes
38005,Koregaon Park,2641,5,2,1987,Yes,9761471,38,3696.126846,No,Yes
38006,Viman Nagar,3338,1,2,2004,Yes,7208059,21,2159.394548,No,Yes
38007,Hinjewadi,1247,2,3,2023,Yes,11993985,2,9618.271852,Yes,Yes
38008,Hinjewadi,800,2,2,2004,No,4326154,21,5407.6925,No,No
38009,Kalyani Nagar,2788,2,2,2001,No,9103763,24,3265.338235,No,Yes
38010,Pimpri-Chinchwad,2967,4,2,2014,Yes,2530606,11,852.917425,No,No
38011,Viman Nagar,1521,1,3,2017,Yes,3005523,8,1976.017751,No,No
38012,Koregaon Park,1520,1,2,1994,No,7777387,31,5116.701974,No,Yes
38013,Viman Nagar,1121,2,2,2008,No,8061312,17,7191.179304,No,Yes
38014,Kalyani Nagar,947,1,3,1982,No,13958020,43,14739.19747,Yes,Yes
38015,Viman Nagar,2418,5,2,1982,Yes,5301155,43,2192.371795,No,Yes
38016,Kalyani Nagar,2645,3,3,1997,Yes,12335624,28,4663.751985,Yes,Yes
38017,Kalyani Nagar,2417,3,3,1987,Yes,12262942,38,5073.621018,Yes,Yes
38018,Kalyani Nagar,2220,1,2,2000,No,7739569,25,3486.292342,No,Yes
38019,Viman Nagar,2192,4,2,1991,Yes,6635545,34,3027.16469,No,Yes
38020,Hinjewadi,3487,5,2,1984,No,3199166,41,917.455119,No,No
38021,Koregaon Park,1366,5,1,2022,No,11827980,3,8658.843338,Yes,Yes
38022,Kalyani Nagar,2506,4,3,1998,No,10938899,27,4365.0834,Yes,Yes
38023,Pimpri-Chinchwad,1289,1,1,2005,No,9957364,20,7724.875097,No,Yes
38024,Kalyani Nagar,3380,1,1,2010,Yes,8789686,15,2600.498817,No,Yes
38025,Viman Nagar,974,3,2,1980,No,12355450,45,12685.26694,Yes,Yes
38026,Kalyani Nagar,923,5,3,2004,Yes,12620150,21,13672.96858,Yes,Yes
38027,Pimpri-Chinchwad,1279,3,2,2012,No,7286409,13,5696.95778,No,Yes
38028,Hinjewadi,3480,5,2,2012,Yes,3480513,13,1000.147414,No,No
38029,Viman Nagar,3190,5,2,1999,No,3979911,26,1247.621003,No,No
38030,Viman Nagar,2488,2,3,1989,Yes,5980529,36,2403.749598,No,Yes
38031,Viman Nagar,2943,1,3,2008,No,8251306,17,2803.705742,No,Yes
38032,Pimpri-Chinchwad,1796,4,3,1994,No,11374087,31,6333.010579,Yes,Yes
38033,Viman Nagar,1480,4,3,1981,No,13202532,44,8920.62973,Yes,Yes
38034,Hinjewadi,1982,5,2,2020,No,14513328,5,7322.567104,Yes,Yes
38035,Koregaon Park,812,4,1,1983,Yes,13689297,42,16858.74015,Yes,Yes
38036,Koregaon Park,2341,3,1,2021,No,8486889,4,3625.326356,No,Yes
38037,Kalyani Nagar,3104,5,3,1982,No,9990602,43,3218.621778,No,Yes
38038,Koregaon Park,1367,2,1,1988,Yes,6831972,37,4997.784931,No,Yes
38039,Pimpri-Chinchwad,989,4,2,2005,No,14243872,20,14402.29727,Yes,Yes
38040,Koregaon Park,2422,1,3,2013,Yes,4703552,12,1942.011561,No,No
38041,Pimpri-Chinchwad,3214,5,1,2023,No,13563860,2,4220.242688,Yes,Yes
38042,Pimpri-Chinchwad,2788,4,3,1993,Yes,3210096,32,1151.397418,No,No
38043,Kalyani Nagar,1717,5,2,1985,No,11150326,40,6494.074549,Yes,Yes
38044,Koregaon Park,2271,1,2,2007,No,13934198,18,6135.71026,Yes,Yes
38045,Kalyani Nagar,2532,4,2,1983,Yes,11530483,42,4553.903239,Yes,Yes
38046,Viman Nagar,3148,2,1,2020,No,2049226,5,650.9612452,No,No
38047,Hinjewadi,2133,2,3,1991,Yes,10796801,34,5061.791374,Yes,Yes
38048,Koregaon Park,2374,4,1,2001,No,12630323,24,5320.270851,Yes,Yes
38049,Viman Nagar,2144,1,1,1980,Yes,3663864,45,1708.891791,No,No
38050,Viman Nagar,2841,4,2,2004,No,5005030,21,1761.714185,No,Yes
38051,Kalyani Nagar,1493,2,1,1988,Yes,14991079,37,10040.91025,Yes,Yes
38052,Kalyani Nagar,2020,4,3,1996,Yes,2740498,29,1356.682178,No,No
38053,Hinjewadi,2575,5,2,1996,Yes,13509174,29,5246.281165,Yes,Yes
38054,Hinjewadi,3007,3,2,1994,No,10417563,31,3464.437313,Yes,Yes
38055,Hinjewadi,2617,1,3,1998,Yes,6252629,27,2389.235384,No,Yes
38056,Hinjewadi,3412,5,1,1995,No,3764444,30,1103.295428,No,No
38057,Kalyani Nagar,2196,1,1,2022,No,7122688,3,3243.482696,No,Yes
38058,Pimpri-Chinchwad,2840,4,2,2018,No,8626614,7,3037.540141,No,Yes
38059,Kalyani Nagar,3018,1,1,1992,No,14889291,33,4933.496024,Yes,Yes
38060,Pimpri-Chinchwad,3383,3,3,2016,No,8154537,9,2410.445463,No,Yes
38061,Kalyani Nagar,843,2,3,2010,No,12800658,15,15184.64769,Yes,Yes
38062,Kalyani Nagar,1590,5,2,1990,Yes,10704743,35,6732.542767,Yes,Yes
38063,Hinjewadi,2973,3,2,2000,No,4784053,25,1609.166835,No,No
38064,Pimpri-Chinchwad,874,3,3,2022,Yes,10514165,3,12029.93707,Yes,Yes
38065,Viman Nagar,1228,1,3,1999,Yes,5644366,26,4596.389251,No,Yes
38066,Viman Nagar,1622,4,1,2005,No,10527763,20,6490.606042,Yes,Yes
38067,Viman Nagar,2149,2,1,2009,No,8646538,16,4023.516985,No,Yes
38068,Hinjewadi,1677,1,2,2003,No,8887835,22,5299.84198,No,Yes
38069,Viman Nagar,941,1,3,1994,Yes,4865317,31,5170.368757,No,No
38070,Kalyani Nagar,1955,5,2,2015,No,4166376,10,2131.138619,No,No
38071,Hinjewadi,838,4,3,1980,Yes,3820293,45,4558.822196,No,No
38072,Viman Nagar,2993,1,3,1996,Yes,6806467,29,2274.128633,No,Yes
38073,Hinjewadi,2130,3,2,2016,No,2241957,9,1052.561972,No,No
38074,Kalyani Nagar,1926,3,1,1999,Yes,4232626,26,2197.62513,No,No
38075,Hinjewadi,3465,2,2,1996,Yes,6449414,29,1861.302742,No,Yes
38076,Viman Nagar,2326,2,1,1987,No,5913322,38,2542.270851,No,Yes
38077,Hinjewadi,2808,2,3,2004,No,2617845,21,932.2809829,No,No
38078,Koregaon Park,1368,1,3,2016,No,5541940,9,4051.125731,No,Yes
38079,Viman Nagar,2010,5,1,1994,No,4460102,31,2218.956219,No,No
38080,Kalyani Nagar,1968,2,2,2004,Yes,11788735,21,5990.210874,Yes,Yes
38081,Pimpri-Chinchwad,1024,1,1,2021,No,5602377,4,5471.071289,No,Yes
38082,Hinjewadi,837,5,2,2016,Yes,2152522,9,2571.710872,No,No
38083,Hinjewadi,2032,3,3,2022,Yes,9382210,3,4617.229331,No,Yes
38084,Viman Nagar,2704,4,3,1999,No,5747524,26,2125.563609,No,Yes
38085,Viman Nagar,1914,5,2,1987,No,10641251,38,5559.692268,Yes,Yes
38086,Koregaon Park,2878,1,2,1991,Yes,2506585,34,870.9468381,No,No
38087,Kalyani Nagar,1492,1,3,2013,Yes,5489856,12,3679.52815,No,Yes
38088,Hinjewadi,2115,5,2,1997,No,9484162,28,4484.237352,No,Yes
38089,Hinjewadi,1047,2,3,2005,No,2181310,20,2083.39064,No,No
38090,Pimpri-Chinchwad,2340,1,1,2003,No,5409654,22,2311.817949,No,Yes
38091,Hinjewadi,2631,2,3,2015,Yes,12787896,10,4860.469783,Yes,Yes
38092,Hinjewadi,2533,1,3,1985,Yes,13591784,40,5365.883932,Yes,Yes
38093,Koregaon Park,2935,2,2,2023,No,14840648,2,5056.438842,Yes,Yes
38094,Pimpri-Chinchwad,1205,4,3,1995,Yes,12633053,30,10483.86141,Yes,Yes
38095,Hinjewadi,1011,2,1,1997,No,11898194,28,11768.73788,Yes,Yes
38096,Hinjewadi,992,1,3,2001,Yes,14836090,24,14955.73589,Yes,Yes
38097,Kalyani Nagar,1232,4,3,2008,Yes,9026016,17,7326.311688,No,Yes
38098,Hinjewadi,2841,2,3,2007,No,3376594,18,1188.523055,No,No
38099,Koregaon Park,1491,4,1,2010,Yes,6059189,15,4063.842388,No,Yes
38100,Hinjewadi,2043,5,1,1987,Yes,8664198,38,4240.919236,No,Yes
38101,Hinjewadi,2585,5,3,2010,Yes,7327671,15,2834.688975,No,Yes
38102,Viman Nagar,2183,3,2,2015,Yes,5100093,10,2336.277142,No,Yes
38103,Hinjewadi,3313,3,2,1980,Yes,4172248,45,1259.356474,No,No
38104,Pimpri-Chinchwad,2878,4,1,1984,Yes,9309125,41,3234.581306,No,Yes
38105,Viman Nagar,2612,5,2,2022,Yes,14628954,3,5600.671516,Yes,Yes
38106,Pimpri-Chinchwad,2213,1,3,1995,No,10862008,30,4908.272933,Yes,Yes
38107,Pimpri-Chinchwad,2344,3,1,1986,No,11976907,39,5109.601962,Yes,Yes
38108,Koregaon Park,1163,5,1,2020,No,7762615,5,6674.647463,No,Yes
38109,Hinjewadi,1329,1,1,2011,Yes,4624115,14,3479.394281,No,No
38110,Pimpri-Chinchwad,2877,1,3,1984,No,13916467,41,4837.14529,Yes,Yes
38111,Hinjewadi,3352,4,1,1989,Yes,14222802,36,4243.079356,Yes,Yes
38112,Hinjewadi,1907,2,1,2021,No,6461830,4,3388.479287,No,Yes
38113,Koregaon Park,982,2,1,1991,Yes,4605592,34,4690.01222,No,No
38114,Koregaon Park,3369,1,3,2002,Yes,10616875,23,3151.343129,Yes,Yes
38115,Pimpri-Chinchwad,1708,1,3,2004,Yes,6702098,21,3923.944965,No,Yes
38116,Pimpri-Chinchwad,2084,4,1,1988,Yes,3729901,37,1789.77975,No,No
38117,Viman Nagar,3264,3,2,2008,Yes,12798511,17,3921.112439,Yes,Yes
38118,Hinjewadi,3095,2,1,1987,Yes,11422866,38,3690.748304,Yes,Yes
38119,Hinjewadi,2140,5,3,2000,Yes,7902875,25,3692.932243,No,Yes
38120,Koregaon Park,1625,2,3,1985,No,11316561,40,6964.037538,Yes,Yes
38121,Koregaon Park,2289,2,1,2013,No,4536302,12,1981.783311,No,No
38122,Pimpri-Chinchwad,3139,5,2,1992,No,13774040,33,4388.034406,Yes,Yes
38123,Viman Nagar,3453,4,3,2015,No,7628332,10,2209.18969,No,Yes
38124,Viman Nagar,981,3,1,2023,Yes,10497692,2,10701.01121,Yes,Yes
38125,Koregaon Park,1861,5,1,1998,No,8476785,27,4554.962386,No,Yes
38126,Koregaon Park,1926,1,3,2003,Yes,7882717,22,4092.791796,No,Yes
38127,Viman Nagar,868,5,3,1990,No,11101190,35,12789.3894,Yes,Yes
38128,Viman Nagar,2009,5,2,2020,Yes,6830420,5,3399.910403,No,Yes
38129,Pimpri-Chinchwad,2728,4,2,2002,No,11009257,23,4035.651393,Yes,Yes
38130,Viman Nagar,3094,1,3,2012,Yes,3978614,13,1285.912734,No,No
38131,Hinjewadi,1426,4,2,1986,Yes,6051935,39,4243.993689,No,Yes
38132,Viman Nagar,2859,3,2,1984,Yes,7441110,41,2602.696747,No,Yes
38133,Kalyani Nagar,2618,4,1,2004,Yes,10281308,21,3927.161192,Yes,Yes
38134,Viman Nagar,2541,4,1,1983,Yes,14680339,42,5777.386462,Yes,Yes
38135,Koregaon Park,2968,1,3,2009,No,13812284,16,4653.734501,Yes,Yes
38136,Koregaon Park,2156,4,3,2014,Yes,3161930,11,1466.572356,No,No
38137,Kalyani Nagar,2717,3,1,2001,Yes,8451299,24,3110.525948,No,Yes
38138,Hinjewadi,916,2,3,1996,No,12987834,29,14178.85808,Yes,Yes
38139,Viman Nagar,2707,5,1,2010,Yes,12347002,15,4561.13853,Yes,Yes
38140,Viman Nagar,808,2,2,1983,Yes,4547166,42,5627.680693,No,No
38141,Kalyani Nagar,2753,5,3,2021,No,2770225,4,1006.256811,No,No
38142,Pimpri-Chinchwad,1233,1,1,2017,Yes,2808293,8,2277.609895,No,No
38143,Pimpri-Chinchwad,3192,2,2,1982,Yes,10651922,43,3337.068296,Yes,Yes
38144,Hinjewadi,2897,3,2,2011,No,4589154,14,1584.105627,No,No
38145,Viman Nagar,2084,5,2,2018,No,8547998,7,4101.726488,No,Yes
38146,Viman Nagar,3374,4,1,2005,Yes,5131557,20,1520.911974,No,Yes
38147,Viman Nagar,1162,3,1,1982,No,10519060,43,9052.547332,Yes,Yes
38148,Koregaon Park,3436,3,2,1986,No,8819533,39,2566.802386,No,Yes
38149,Pimpri-Chinchwad,2606,2,2,1990,No,9468298,35,3633.268611,No,Yes
38150,Kalyani Nagar,2552,5,3,1984,No,2705838,41,1060.281348,No,No
38151,Koregaon Park,3190,2,1,1998,No,3704748,27,1161.363009,No,No
38152,Koregaon Park,2208,1,3,2022,No,3934283,3,1781.831069,No,No
38153,Pimpri-Chinchwad,1830,5,1,2002,Yes,12285741,23,6713.519672,Yes,Yes
38154,Viman Nagar,980,4,2,2006,No,10916747,19,11139.53776,Yes,Yes
38155,Hinjewadi,1918,4,1,2014,No,3000882,11,1564.589155,No,No
38156,Kalyani Nagar,1090,4,1,1993,No,11589237,32,10632.32752,Yes,Yes
38157,Pimpri-Chinchwad,1844,1,3,1995,Yes,6656757,30,3609.954989,No,Yes
38158,Hinjewadi,3035,4,2,1993,Yes,4283082,32,1411.229654,No,No
38159,Pimpri-Chinchwad,1899,1,2,2021,No,13026015,4,6859.407583,Yes,Yes
38160,Pimpri-Chinchwad,3234,1,1,2001,No,8880751,24,2746.057823,No,Yes
38161,Pimpri-Chinchwad,1498,1,1,2021,Yes,7181013,4,4793.733645,No,Yes
38162,Pimpri-Chinchwad,1387,1,3,2017,Yes,8322654,8,6000.471521,No,Yes
38163,Viman Nagar,1432,4,1,1982,No,11999994,43,8379.884078,Yes,Yes
38164,Koregaon Park,3369,5,3,1981,Yes,13980822,44,4149.843277,Yes,Yes
38165,Pimpri-Chinchwad,2381,3,2,2022,No,12774041,3,5364.98992,Yes,Yes
38166,Hinjewadi,3025,1,3,1986,Yes,12271314,39,4056.632727,Yes,Yes
38167,Hinjewadi,1501,1,2,1999,Yes,5782081,26,3852.152565,No,Yes
38168,Hinjewadi,2010,2,2,2014,No,3919208,11,1949.854726,No,No
38169,Koregaon Park,2557,3,3,2006,Yes,10303698,19,4029.604224,Yes,Yes
38170,Koregaon Park,2224,3,2,1995,No,7641838,30,3436.078237,No,Yes
38171,Hinjewadi,2263,2,1,2018,No,2009160,7,887.8303137,No,No
38172,Viman Nagar,1867,1,2,2018,No,9308144,7,4985.615426,No,Yes
38173,Koregaon Park,2482,1,2,2021,No,3771396,4,1519.498791,No,No
38174,Koregaon Park,2363,2,3,2013,Yes,14990061,12,6343.656792,Yes,Yes
38175,Viman Nagar,1616,2,1,1980,Yes,2760367,45,1708.147896,No,No
38176,Pimpri-Chinchwad,1855,3,1,2017,Yes,3651700,8,1968.571429,No,No
38177,Koregaon Park,1046,1,3,2014,Yes,4274517,11,4086.536329,No,No
38178,Hinjewadi,884,2,1,2015,No,7322267,10,8283.107466,No,Yes
38179,Hinjewadi,1291,3,3,1997,Yes,12612892,28,9769.862122,Yes,Yes
38180,Viman Nagar,857,2,2,2021,No,8042999,4,9385.063011,No,Yes
38181,Hinjewadi,2607,3,2,2013,Yes,2835307,12,1087.574607,No,No
38182,Kalyani Nagar,928,2,1,2023,No,2369740,2,2553.599138,No,No
38183,Hinjewadi,1485,4,2,1999,No,2046437,26,1378.072054,No,No
38184,Viman Nagar,2605,4,1,2020,No,6434695,5,2470.132438,No,Yes
38185,Viman Nagar,2784,3,1,1994,No,2482496,31,891.7011494,No,No
38186,Viman Nagar,2377,4,3,1993,Yes,14544782,32,6118.965923,Yes,Yes
38187,Kalyani Nagar,1680,4,3,1993,Yes,13989034,32,8326.805952,Yes,Yes
38188,Koregaon Park,1036,4,1,2012,Yes,6012318,13,5803.395753,No,Yes
38189,Pimpri-Chinchwad,1836,5,1,2018,No,14496527,7,7895.711874,Yes,Yes
38190,Hinjewadi,2403,2,2,1981,Yes,11233601,44,4674.823554,Yes,Yes
38191,Koregaon Park,1352,5,1,1990,No,3955948,35,2925.997041,No,No
38192,Viman Nagar,2597,4,2,2019,Yes,3173263,6,1221.895649,No,No
38193,Koregaon Park,3215,5,3,1994,No,10356038,31,3221.162675,Yes,Yes
38194,Koregaon Park,2617,4,1,1986,Yes,11676547,39,4461.806267,Yes,Yes
38195,Kalyani Nagar,3101,4,1,2005,Yes,9463621,20,3051.796517,No,Yes
38196,Viman Nagar,3066,3,2,2014,No,2193715,11,715.4973907,No,No
38197,Viman Nagar,1468,3,2,2013,No,14119072,12,9617.896458,Yes,Yes
38198,Hinjewadi,912,2,3,2016,No,4071569,9,4464.439693,No,No
38199,Hinjewadi,1030,4,3,1985,Yes,11062383,40,10740.17767,Yes,Yes
38200,Hinjewadi,1607,2,2,2019,No,7426315,6,4621.228998,No,Yes
38201,Hinjewadi,1633,2,3,1981,No,10865226,44,6653.537048,Yes,Yes
38202,Koregaon Park,2627,5,1,2007,No,14826525,18,5643.899886,Yes,Yes
38203,Koregaon Park,2964,4,2,2001,Yes,11916054,24,4020.261134,Yes,Yes
38204,Hinjewadi,3062,4,2,1990,No,9660187,35,3154.861855,No,Yes
38205,Hinjewadi,1199,5,1,2000,Yes,4665903,25,3891.495413,No,No
38206,Hinjewadi,2526,5,3,2005,No,8969112,20,3550.71734,No,Yes
38207,Pimpri-Chinchwad,1002,1,3,2014,No,9502396,11,9483.429142,No,Yes
38208,Hinjewadi,1819,1,3,1990,Yes,2528782,35,1390.204508,No,No
38209,Pimpri-Chinchwad,941,2,3,1989,Yes,6011294,36,6388.197662,No,Yes
38210,Hinjewadi,2809,1,3,2011,No,11951034,14,4254.551086,Yes,Yes
38211,Viman Nagar,1611,1,2,1987,Yes,6348179,38,3940.520795,No,Yes
38212,Kalyani Nagar,979,4,1,1982,Yes,8694785,43,8881.292135,No,Yes
38213,Koregaon Park,901,5,3,2000,No,7945061,25,8818.047725,No,Yes
38214,Viman Nagar,3337,1,3,1981,No,11441248,44,3428.602937,Yes,Yes
38215,Kalyani Nagar,2804,4,2,2004,No,7994372,21,2851.059914,No,Yes
38216,Pimpri-Chinchwad,2543,2,2,1996,Yes,3350061,29,1317.36571,No,No
38217,Koregaon Park,2460,1,3,1984,Yes,10285106,41,4180.937398,Yes,Yes
38218,Pimpri-Chinchwad,1871,4,2,2001,Yes,4850827,24,2592.638696,No,No
38219,Pimpri-Chinchwad,2707,4,2,1988,Yes,13687156,37,5056.208349,Yes,Yes
38220,Koregaon Park,1645,4,1,2012,Yes,6700140,13,4073.033435,No,Yes
38221,Kalyani Nagar,2804,3,2,1980,Yes,12726921,45,4538.844864,Yes,Yes
38222,Koregaon Park,2927,4,1,1994,No,12921207,31,4414.488213,Yes,Yes
38223,Hinjewadi,1697,1,2,2005,Yes,5994910,20,3532.651738,No,Yes
38224,Pimpri-Chinchwad,1609,5,2,2008,Yes,4628107,17,2876.387197,No,No
38225,Hinjewadi,2491,5,1,1999,Yes,9957175,26,3997.260136,No,Yes
38226,Koregaon Park,2840,2,3,2012,Yes,5549480,13,1954.042254,No,Yes
38227,Koregaon Park,3492,1,1,2012,Yes,14620784,13,4186.936999,Yes,Yes
38228,Kalyani Nagar,1191,3,1,1999,Yes,9607732,26,8066.945424,No,Yes
38229,Pimpri-Chinchwad,3432,4,1,1982,Yes,12593412,43,3669.409091,Yes,Yes
38230,Viman Nagar,2032,5,1,2021,No,6864280,4,3378.090551,No,Yes
38231,Koregaon Park,2802,1,2,1985,No,14831173,40,5293.066738,Yes,Yes
38232,Viman Nagar,911,2,3,1997,Yes,13201845,28,14491.59715,Yes,Yes
38233,Pimpri-Chinchwad,2889,3,1,1994,No,8875203,31,3072.067497,No,Yes
38234,Hinjewadi,3001,1,1,1982,No,10273758,43,3423.444852,Yes,Yes
38235,Pimpri-Chinchwad,2814,4,2,2005,No,3970818,20,1411.093817,No,No
38236,Kalyani Nagar,2711,3,1,1985,Yes,2148267,40,792.4260421,No,No
38237,Viman Nagar,1927,1,2,1986,No,7130833,39,3700.484172,No,Yes
38238,Viman Nagar,1369,3,3,1992,No,8530340,33,6231.073776,No,Yes
38239,Hinjewadi,2474,3,3,2019,No,9924818,6,4011.648343,No,Yes
38240,Hinjewadi,1818,5,3,2023,No,13957059,2,7677.150165,Yes,Yes
38241,Koregaon Park,896,5,3,1993,Yes,5971661,32,6664.800223,No,Yes
38242,Pimpri-Chinchwad,2485,2,2,2005,No,14157914,20,5697.349698,Yes,Yes
38243,Kalyani Nagar,2940,3,2,2020,Yes,2687150,5,913.9965986,No,No
38244,Koregaon Park,1524,2,1,2010,Yes,10555958,15,6926.481627,Yes,Yes
38245,Pimpri-Chinchwad,3499,3,3,1999,Yes,9740029,26,2783.66076,No,Yes
38246,Hinjewadi,1583,3,3,1990,Yes,4599356,35,2905.468099,No,No
38247,Kalyani Nagar,3402,4,3,2021,Yes,9784466,4,2876.092299,No,Yes
38248,Hinjewadi,2873,5,3,2023,Yes,8820498,2,3070.13505,No,Yes
38249,Hinjewadi,3325,1,1,1991,No,10441690,34,3140.357895,Yes,Yes
38250,Viman Nagar,1782,1,3,1995,Yes,2229017,30,1250.851291,No,No
38251,Pimpri-Chinchwad,896,1,3,1981,Yes,7537646,44,8412.551339,No,Yes
38252,Koregaon Park,1783,5,2,1989,No,8781734,36,4925.257431,No,Yes
38253,Viman Nagar,1677,5,1,2012,Yes,13134644,13,7832.226595,Yes,Yes
38254,Pimpri-Chinchwad,2561,5,3,1994,No,11792838,31,4604.778602,Yes,Yes
38255,Pimpri-Chinchwad,1330,3,2,2013,Yes,8730873,12,6564.566165,No,Yes
38256,Pimpri-Chinchwad,3126,2,1,1996,No,8843302,29,2828.951376,No,Yes
38257,Kalyani Nagar,3229,1,1,2003,No,10031359,22,3106.645711,Yes,Yes
38258,Viman Nagar,1848,2,3,2016,Yes,13086540,9,7081.461039,Yes,Yes
38259,Koregaon Park,2172,4,2,2004,Yes,11810494,21,5437.612339,Yes,Yes
38260,Viman Nagar,3220,5,2,1989,No,9209316,36,2860.036025,No,Yes
38261,Hinjewadi,815,2,3,2017,No,11661633,8,14308.75215,Yes,Yes
38262,Pimpri-Chinchwad,3105,3,1,2005,No,10837565,20,3490.359098,Yes,Yes
38263,Hinjewadi,1916,2,3,2006,Yes,8033426,19,4192.811065,No,Yes
38264,Viman Nagar,2481,2,3,1987,Yes,13669821,38,5509.802902,Yes,Yes
38265,Koregaon Park,1739,1,3,2004,Yes,11061040,21,6360.575043,Yes,Yes
38266,Hinjewadi,2005,5,3,2003,No,2048098,22,1021.495262,No,No
38267,Hinjewadi,2856,4,3,1991,No,7967627,34,2789.785364,No,Yes
38268,Kalyani Nagar,2849,1,1,2021,Yes,2367773,4,831.0891541,No,No
38269,Viman Nagar,1622,3,1,1997,No,7591086,28,4680.077682,No,Yes
38270,Hinjewadi,932,2,2,2009,Yes,12166208,16,13053.87124,Yes,Yes
38271,Viman Nagar,1813,2,3,1984,No,6551436,41,3613.588527,No,Yes
38272,Koregaon Park,1075,4,1,2009,Yes,12062485,16,11220.91628,Yes,Yes
38273,Hinjewadi,2467,4,3,2001,Yes,7844582,24,3179.806242,No,Yes
38274,Koregaon Park,1956,5,3,1998,Yes,5058483,27,2586.136503,No,Yes
38275,Hinjewadi,816,4,3,2008,No,10766996,17,13194.84804,Yes,Yes
38276,Pimpri-Chinchwad,2897,4,2,2015,Yes,2339816,10,807.6686227,No,No
38277,Kalyani Nagar,2535,1,2,2005,No,7400959,20,2919.510454,No,Yes
38278,Kalyani Nagar,3071,5,2,1985,No,7767448,40,2529.289482,No,Yes
38279,Kalyani Nagar,1336,4,3,2019,Yes,13068474,6,9781.791916,Yes,Yes
38280,Koregaon Park,1305,3,3,1996,No,3681328,29,2820.940996,No,No
38281,Viman Nagar,2761,1,1,1990,No,10952583,35,3966.889895,Yes,Yes
38282,Kalyani Nagar,3262,4,1,2023,Yes,8439247,2,2587.138872,No,Yes
38283,Hinjewadi,2427,4,1,2011,No,11967374,14,4930.932839,Yes,Yes
38284,Hinjewadi,3350,4,1,1992,Yes,14348488,33,4283.130746,Yes,Yes
38285,Pimpri-Chinchwad,1567,5,2,1986,Yes,12684588,39,8094.823229,Yes,Yes
38286,Koregaon Park,3150,2,3,2002,Yes,4959618,23,1574.481905,No,No
38287,Hinjewadi,1774,3,2,2001,No,8474507,24,4777.061443,No,Yes
38288,Hinjewadi,2826,2,1,1994,Yes,11202822,31,3964.197452,Yes,Yes
38289,Pimpri-Chinchwad,1883,3,1,1992,No,13334563,33,7081.55231,Yes,Yes
38290,Pimpri-Chinchwad,3258,5,2,2022,Yes,14615270,3,4485.963781,Yes,Yes
38291,Viman Nagar,2374,3,1,1992,No,6257888,33,2636.01011,No,Yes
38292,Viman Nagar,2413,4,2,2001,No,3432040,24,1422.312474,No,No
38293,Viman Nagar,1196,2,1,2001,No,4556761,24,3810.000836,No,No
38294,Hinjewadi,1791,3,1,2013,Yes,13308525,12,7430.778894,Yes,Yes
38295,Pimpri-Chinchwad,1197,3,1,2023,No,9764187,2,8157.215539,No,Yes
38296,Koregaon Park,2059,3,3,2021,Yes,6830959,4,3317.610005,No,Yes
38297,Viman Nagar,1091,5,3,2009,Yes,3155708,16,2892.491292,No,No
38298,Kalyani Nagar,2388,2,3,1982,Yes,5909302,43,2474.582077,No,Yes
